Topic,Sentiment,TweetDate,Year
apple,2,Sat May 09 19:35:46 PDT 2009,2009
apple,0,Tue Jun 16 23:03:53 PDT 2009,2009
apple,0,Tue Jun 02 07:21:11 PDT 2009,2009
apple,0,Thu Jun 18 14:18:15 PDT 2009,2009
apple,0,Wed Jun 17 15:54:37 PDT 2009,2009
apple,2,Mon Jun 01 10:21:59 PDT 2009,2009
apple,0,Wed Jun 17 18:52:58 PDT 2009,2009
apple,2,Mon Jun 01 22:48:06 PDT 2009,2009
apple,0,Sat May 30 22:45:56 PDT 2009,2009
apple,2,Fri May 01 22:40:49 PDT 2009,2009
apple,0,Wed Jun 17 11:42:03 PDT 2009,2009
apple,0,Tue Jun 16 22:51:10 PDT 2009,2009
apple,2,Mon Jun 01 21:31:10 PDT 2009,2009
apple,2,Mon Jun 15 02:07:19 PDT 2009,2009
apple,0,Tue Jun 23 07:50:00 PDT 2009,2009
apple,0,Sun May 31 16:20:27 PDT 2009,2009
apple,0,Tue Jun 16 05:15:03 PDT 2009,2009
apple,2,Sat Jun 06 18:09:32 PDT 2009,2009
apple,0,Tue Jun 16 23:41:55 PDT 2009,2009
apple,2,Fri May 22 02:37:17 PDT 2009,2009
apple,0,Fri Jun 19 02:29:00 PDT 2009,2009
apple,0,Fri May 22 05:54:40 PDT 2009,2009
apple,2,Sat May 30 08:25:05 PDT 2009,2009
apple,2,Fri May 01 20:50:51 PDT 2009,2009
apple,0,Thu Jun 18 12:25:59 PDT 2009,2009
google,0,Sun May 10 05:25:01 PDT 2009,2009
google,0,Sun May 31 13:51:52 PDT 2009,2009
google,2,Tue Jun 02 03:23:52 PDT 2009,2009
google,0,Thu May 14 08:12:58 PDT 2009,2009
google,2,Mon Jun 01 06:34:23 PDT 2009,2009
google,2,Fri Jun 05 10:26:07 PDT 2009,2009
google,2,Thu May 28 22:26:44 PDT 2009,2009
google,2,Sat May 30 10:09:31 PDT 2009,2009
google,2,Wed Jun 03 04:31:50 PDT 2009,2009
google,2,Sat May 30 13:37:07 PDT 2009,2009
google,0,Sat May 30 07:13:10 PDT 2009,2009
google,2,Fri May 01 21:50:30 PDT 2009,2009
google,2,Fri May 29 08:23:38 PDT 2009,2009
google,2,Sun May 31 16:11:47 PDT 2009,2009
google,2,Sat Jun 06 04:52:45 PDT 2009,2009
google,0,Tue Jun 16 19:22:27 PDT 2009,2009
google,2,Wed Jun 03 06:16:49 PDT 2009,2009
google,0,Thu Jun 18 13:49:07 PDT 2009,2009
google,2,Sun May 31 16:03:45 PDT 2009,2009
google,2,Mon Jun 01 06:00:25 PDT 2009,2009
google,2,Fri May 29 11:27:00 PDT 2009,2009
google,2,Tue Jun 16 03:41:07 PDT 2009,2009
google,2,Sat May 30 02:01:16 PDT 2009,2009
google,2,Mon Jun 01 09:13:46 PDT 2009,2009
google,2,Mon Jun 15 03:50:22 PDT 2009,2009
google,0,Sat May 30 11:50:47 PDT 2009,2009
google,0,Wed Jun 17 15:27:24 PDT 2009,2009
google,2,Sun Jun 07 15:44:19 PDT 2009,2009
google,0,Mon Jun 15 20:31:52 PDT 2009,2009
google,2,Wed Jun 03 03:23:00 PDT 2009,2009
google,2,Tue Apr 07 05:50:00 PDT 2009,2009
google,2,Mon Jun 01 02:48:50 PDT 2009,2009
google,2,Tue Jun 16 01:52:57 PDT 2009,2009
google,2,Tue Jun 02 06:05:20 PDT 2009,2009
google,2,Wed Jun 03 03:02:29 PDT 2009,2009
google,0,Wed May 13 23:20:26 PDT 2009,2009
google,0,Sat Apr 18 23:29:15 PDT 2009,2009
google,2,Sun May 31 12:46:38 PDT 2009,2009
google,2,Mon Jun 01 08:29:01 PDT 2009,2009
google,2,Fri May 29 19:41:08 PDT 2009,2009
google,2,Sun May 10 05:53:31 PDT 2009,2009
google,0,Mon Jun 15 06:40:31 PDT 2009,2009
google,2,Mon Jun 15 09:32:10 PDT 2009,2009
google,0,Sun Jun 07 12:41:51 PDT 2009,2009
google,2,Fri May 29 16:32:36 PDT 2009,2009
google,0,Sat May 30 14:17:35 PDT 2009,2009
google,0,Sat May 30 21:10:55 PDT 2009,2009
google,2,Wed Jun 03 01:54:41 PDT 2009,2009
google,0,Sat Apr 18 21:47:37 PDT 2009,2009
google,0,Thu Jun 18 08:11:20 PDT 2009,2009
google,0,Mon Jun 15 06:07:15 PDT 2009,2009
google,2,Tue Jun 02 01:48:33 PDT 2009,2009
google,2,Mon Jun 01 08:25:00 PDT 2009,2009
google,0,Sun May 31 15:39:48 PDT 2009,2009
google,2,Tue Apr 07 06:04:28 PDT 2009,2009
google,2,Fri Jun 05 18:15:32 PDT 2009,2009
google,2,Sun May 03 03:26:45 PDT 2009,2009
google,2,Sat May 02 04:41:33 PDT 2009,2009
google,0,Tue Jun 16 09:20:44 PDT 2009,2009
google,2,Mon Jun 01 23:08:19 PDT 2009,2009
google,0,Sun May 31 06:59:35 PDT 2009,2009
google,0,Thu Jun 18 11:30:07 PDT 2009,2009
google,2,Sat Jun 06 19:18:32 PDT 2009,2009
google,2,Sat Jun 06 04:50:39 PDT 2009,2009
google,0,Thu May 14 08:29:10 PDT 2009,2009
google,0,Mon Jun 22 14:57:14 PDT 2009,2009
google,2,Sun May 31 23:13:32 PDT 2009,2009
google,2,Sun May 10 06:18:33 PDT 2009,2009
google,2,Sun May 31 11:59:48 PDT 2009,2009
microsoft,0,Mon Jun 01 10:30:14 PDT 2009,2009
microsoft,0,Tue Jun 02 03:47:57 PDT 2009,2009
microsoft,2,Mon Jun 01 22:36:12 PDT 2009,2009
microsoft,2,Mon Jun 01 08:05:05 PDT 2009,2009
microsoft,2,Tue Apr 07 05:44:34 PDT 2009,2009
microsoft,0,Thu Jun 18 19:00:06 PDT 2009,2009
microsoft,0,Fri May 22 02:57:57 PDT 2009,2009
microsoft,0,Tue Jun 16 07:02:54 PDT 2009,2009
microsoft,2,Sun May 03 10:07:10 PDT 2009,2009
microsoft,0,Mon Jun 15 04:39:40 PDT 2009,2009
microsoft,0,Thu Jun 25 04:26:06 PDT 2009,2009
microsoft,2,Fri Jun 05 18:50:02 PDT 2009,2009
microsoft,2,Mon May 04 05:28:22 PDT 2009,2009
microsoft,0,Wed Jun 17 05:10:54 PDT 2009,2009
microsoft,2,Mon Jun 01 13:07:48 PDT 2009,2009
microsoft,0,Fri Jun 05 15:29:23 PDT 2009,2009
microsoft,0,Fri Jun 05 21:03:12 PDT 2009,2009
microsoft,2,Tue Jun 02 03:00:57 PDT 2009,2009
microsoft,0,Thu Jun 25 04:56:00 PDT 2009,2009
microsoft,0,Fri May 29 17:49:49 PDT 2009,2009
microsoft,0,Thu Jun 25 07:05:16 PDT 2009,2009
microsoft,0,Mon Jun 22 11:01:42 PDT 2009,2009
microsoft,2,Thu May 14 01:27:04 PDT 2009,2009
microsoft,0,Mon Jun 01 15:45:26 PDT 2009,2009
microsoft,2,Thu May 14 02:07:08 PDT 2009,2009
microsoft,0,Fri May 29 10:35:28 PDT 2009,2009
microsoft,0,Fri May 29 15:54:09 PDT 2009,2009
microsoft,0,Sat May 30 10:27:34 PDT 2009,2009
microsoft,2,Mon Jun 01 05:29:42 PDT 2009,2009
microsoft,2,Mon Jun 01 05:24:02 PDT 2009,2009
microsoft,0,Thu May 14 04:51:49 PDT 2009,2009
microsoft,2,Sat Jun 06 16:15:05 PDT 2009,2009
microsoft,0,Thu Jun 18 18:48:27 PDT 2009,2009
microsoft,2,Mon Jun 01 15:37:07 PDT 2009,2009
microsoft,2,Wed Jun 03 04:31:55 PDT 2009,2009
microsoft,0,Thu Jun 18 18:36:02 PDT 2009,2009
microsoft,0,Mon Jun 01 12:57:24 PDT 2009,2009
microsoft,0,Fri May 29 19:29:23 PDT 2009,2009
microsoft,0,Sat Jun 06 23:27:13 PDT 2009,2009
microsoft,0,Fri Jun 19 23:21:32 PDT 2009,2009
microsoft,2,Mon Jun 01 11:06:28 PDT 2009,2009
microsoft,0,Tue Jun 02 06:50:24 PDT 2009,2009
microsoft,0,Sat Jun 06 13:28:44 PDT 2009,2009
microsoft,2,Mon Jun 01 15:57:38 PDT 2009,2009
microsoft,2,Mon Jun 01 21:31:03 PDT 2009,2009
microsoft,2,Fri Jun 05 17:11:25 PDT 2009,2009
microsoft,2,Sat Jun 06 12:52:26 PDT 2009,2009
microsoft,2,Mon Jun 01 18:42:44 PDT 2009,2009
microsoft,2,Mon Jun 01 18:54:25 PDT 2009,2009
microsoft,2,Wed Jun 03 05:00:17 PDT 2009,2009
microsoft,0,Tue Jun 16 16:56:27 PDT 2009,2009
microsoft,0,Fri May 29 00:59:31 PDT 2009,2009
microsoft,0,Tue Jun 16 18:20:26 PDT 2009,2009
microsoft,2,Mon Jun 15 00:42:06 PDT 2009,2009
microsoft,2,Sun May 10 01:06:28 PDT 2009,2009
microsoft,0,Mon Jun 01 16:03:04 PDT 2009,2009
microsoft,0,Mon Jun 01 00:05:52 PDT 2009,2009
microsoft,0,Thu May 14 01:59:34 PDT 2009,2009
microsoft,2,Mon Jun 01 16:29:33 PDT 2009,2009
microsoft,0,Tue Jun 02 10:43:25 PDT 2009,2009
microsoft,0,Sun May 31 16:18:59 PDT 2009,2009
microsoft,0,Mon Jun 01 04:10:17 PDT 2009,2009
microsoft,2,Mon Jun 01 00:45:39 PDT 2009,2009
microsoft,2,Sat May 30 19:04:33 PDT 2009,2009
microsoft,0,Sat May 30 10:09:07 PDT 2009,2009
microsoft,0,Mon Jun 01 12:26:56 PDT 2009,2009
microsoft,0,Tue Jun 16 02:42:41 PDT 2009,2009
microsoft,0,Tue Jun 16 16:48:17 PDT 2009,2009
microsoft,0,Sun Jun 21 00:17:20 PDT 2009,2009
microsoft,2,Mon Jun 01 12:29:11 PDT 2009,2009
microsoft,2,Fri May 22 06:51:37 PDT 2009,2009
microsoft,0,Tue Apr 07 02:05:11 PDT 2009,2009
microsoft,0,Mon Jun 01 14:22:20 PDT 2009,2009
microsoft,0,Sat Apr 18 22:50:36 PDT 2009,2009
microsoft,2,Tue Apr 07 08:30:51 PDT 2009,2009
microsoft,2,Mon Jun 01 09:59:03 PDT 2009,2009
microsoft,2,Mon Jun 01 22:27:33 PDT 2009,2009
microsoft,0,Mon Apr 06 23:26:38 PDT 2009,2009
microsoft,0,Wed Jun 17 16:04:36 PDT 2009,2009
microsoft,0,Mon Jun 01 09:17:06 PDT 2009,2009
microsoft,2,Mon Jun 15 22:35:44 PDT 2009,2009
microsoft,0,Mon Jun 15 22:33:37 PDT 2009,2009
microsoft,0,Sat Jun 06 13:50:26 PDT 2009,2009
microsoft,0,Thu Jun 25 07:03:12 PDT 2009,2009
microsoft,0,Sun Jun 07 06:24:55 PDT 2009,2009
microsoft,2,Tue May 26 23:07:30 PDT 2009,2009
microsoft,0,Sun May 31 00:38:33 PDT 2009,2009
microsoft,0,Sat Jun 06 04:58:47 PDT 2009,2009
microsoft,2,Sun Jun 07 09:16:50 PDT 2009,2009
microsoft,0,Sat Jun 06 04:05:00 PDT 2009,2009
twitter,2,Mon Jun 01 15:37:17 PDT 2009,2009
twitter,2,Tue Jun 16 02:04:14 PDT 2009,2009
twitter,2,Sun May 31 10:37:42 PDT 2009,2009
twitter,2,Sun May 31 14:13:12 PDT 2009,2009
twitter,2,Sat Jun 06 03:37:54 PDT 2009,2009
twitter,0,Thu May 28 21:57:59 PDT 2009,2009
twitter,0,Sun Apr 19 00:17:57 PDT 2009,2009
twitter,0,Wed May 13 23:39:58 PDT 2009,2009
twitter,2,Fri May 29 18:11:40 PDT 2009,2009
twitter,2,Sat May 30 14:15:18 PDT 2009,2009
twitter,0,Wed Jun 17 00:37:08 PDT 2009,2009
twitter,2,Mon May 18 01:33:24 PDT 2009,2009
twitter,2,Mon Jun 15 00:24:17 PDT 2009,2009
twitter,2,Mon Jun 15 03:29:55 PDT 2009,2009
twitter,0,Mon Jun 15 20:24:57 PDT 2009,2009
twitter,0,Mon May 04 01:20:42 PDT 2009,2009
twitter,0,Fri Jun 19 05:15:47 PDT 2009,2009
twitter,0,Sat May 02 12:31:43 PDT 2009,2009
twitter,0,Fri Jun 05 19:54:08 PDT 2009,2009
twitter,2,Fri May 29 18:39:53 PDT 2009,2009
twitter,2,Sun Jun 07 14:36:59 PDT 2009,2009
twitter,0,Sat Jun 20 17:44:02 PDT 2009,2009
twitter,2,Fri Jun 05 18:59:57 PDT 2009,2009
twitter,2,Sun May 10 03:42:24 PDT 2009,2009
twitter,2,Sat Jun 06 17:41:20 PDT 2009,2009
twitter,2,Tue May 26 22:33:29 PDT 2009,2009
twitter,2,Sun Jun 07 11:30:46 PDT 2009,2009
twitter,2,Mon Jun 15 03:07:37 PDT 2009,2009
twitter,0,Wed Jun 17 03:45:56 PDT 2009,2009
twitter,2,Fri May 22 02:57:08 PDT 2009,2009
twitter,0,Tue Jun 16 22:36:58 PDT 2009,2009
twitter,2,Sun May 17 23:40:38 PDT 2009,2009
twitter,2,Sun Jun 07 03:07:41 PDT 2009,2009
twitter,0,Sat Jun 06 14:51:20 PDT 2009,2009
twitter,0,Fri Jun 19 00:38:27 PDT 2009,2009
twitter,2,Sun May 31 06:17:21 PDT 2009,2009
twitter,0,Mon Apr 20 03:18:23 PDT 2009,2009
twitter,2,Tue Jun 16 00:06:27 PDT 2009,2009
twitter,2,Sun Jun 07 01:51:31 PDT 2009,2009
twitter,2,Mon Jun 01 03:10:26 PDT 2009,2009
twitter,2,Fri Jun 05 13:51:03 PDT 2009,2009
twitter,2,Mon Jun 15 20:14:47 PDT 2009,2009
twitter,0,Thu Jun 18 11:50:10 PDT 2009,2009
twitter,0,Sat Jun 06 19:02:22 PDT 2009,2009
twitter,2,Sun Apr 19 10:35:33 PDT 2009,2009
twitter,2,Fri May 29 20:25:14 PDT 2009,2009
twitter,2,Sun May 03 20:51:52 PDT 2009,2009
twitter,0,Sun Jun 07 03:54:52 PDT 2009,2009
twitter,2,Sun May 10 06:03:11 PDT 2009,2009
twitter,0,Sat Jun 20 23:43:30 PDT 2009,2009
twitter,0,Tue Jun 16 11:13:53 PDT 2009,2009
twitter,0,Thu May 21 23:32:56 PDT 2009,2009
twitter,0,Tue Jun 16 04:24:20 PDT 2009,2009
twitter,2,Tue Jun 02 05:46:22 PDT 2009,2009
twitter,0,Mon Jun 01 14:18:08 PDT 2009,2009
twitter,2,Wed Jun 03 05:36:24 PDT 2009,2009
twitter,0,Fri May 22 08:12:10 PDT 2009,2009
twitter,2,Sat May 30 06:40:45 PDT 2009,2009
twitter,0,Sat May 30 12:58:34 PDT 2009,2009
twitter,2,Fri May 29 23:40:45 PDT 2009,2009
twitter,0,Fri Jun 19 01:29:03 PDT 2009,2009
twitter,2,Tue Jun 16 06:48:49 PDT 2009,2009
twitter,0,Mon Jun 15 13:00:57 PDT 2009,2009
twitter,0,Sat May 30 11:29:43 PDT 2009,2009
twitter,0,Sat Apr 18 15:35:02 PDT 2009,2009
twitter,0,Sun Jun 07 16:37:02 PDT 2009,2009
twitter,2,Mon Jun 15 15:52:48 PDT 2009,2009
twitter,2,Tue Apr 21 03:46:16 PDT 2009,2009
twitter,0,Wed Jun 17 04:06:41 PDT 2009,2009
twitter,0,Fri Jun 19 03:26:08 PDT 2009,2009
twitter,2,Sat Jun 06 04:46:35 PDT 2009,2009
twitter,0,Sat Jun 06 07:35:48 PDT 2009,2009
twitter,0,Fri Jun 05 21:06:49 PDT 2009,2009
twitter,2,Mon Jun 01 22:23:36 PDT 2009,2009
twitter,0,Fri Jun 19 16:38:09 PDT 2009,2009
twitter,0,Thu May 14 03:01:45 PDT 2009,2009
twitter,0,Tue Apr 07 06:44:09 PDT 2009,2009
twitter,2,Sat Jun 06 10:25:27 PDT 2009,2009
twitter,2,Sat May 16 21:44:54 PDT 2009,2009
twitter,0,Thu Jun 18 14:38:22 PDT 2009,2009
twitter,2,Sun May 10 10:09:46 PDT 2009,2009
twitter,2,Tue Jun 02 08:21:06 PDT 2009,2009
twitter,0,Tue Jun 16 07:36:15 PDT 2009,2009
twitter,2,Wed Jun 03 03:19:17 PDT 2009,2009
twitter,2,Fri May 22 03:15:36 PDT 2009,2009
twitter,0,Thu Jun 25 00:08:08 PDT 2009,2009
twitter,2,Sat Jun 06 07:35:16 PDT 2009,2009
twitter,0,Wed Jun 17 11:13:04 PDT 2009,2009
twitter,0,Tue Jun 16 16:54:48 PDT 2009,2009
twitter,2,Sun May 31 12:34:41 PDT 2009,2009
twitter,0,Sat Jun 06 20:44:27 PDT 2009,2009
twitter,2,Sun May 31 00:15:17 PDT 2009,2009
twitter,0,Sun May 31 15:29:44 PDT 2009,2009
twitter,2,Fri May 01 21:20:59 PDT 2009,2009
twitter,2,Sun Jun 07 19:02:29 PDT 2009,2009
twitter,2,Fri May 29 17:32:52 PDT 2009,2009
twitter,2,Sat May 02 02:56:28 PDT 2009,2009
twitter,2,Tue Jun 02 23:13:21 PDT 2009,2009
twitter,2,Mon May 18 05:33:34 PDT 2009,2009
twitter,0,Sun May 31 17:03:16 PDT 2009,2009
twitter,2,Sat Jun 06 09:16:34 PDT 2009,2009
twitter,2,Sat Jun 06 15:40:36 PDT 2009,2009
twitter,2,Mon Jun 15 22:13:35 PDT 2009,2009
twitter,0,Sat May 02 13:12:25 PDT 2009,2009
twitter,0,Sun Jun 07 04:30:48 PDT 2009,2009
twitter,2,Fri Apr 17 21:17:20 PDT 2009,2009
twitter,2,Tue Jun 02 03:15:08 PDT 2009,2009
twitter,2,Sun May 31 19:11:10 PDT 2009,2009
twitter,2,Mon Jun 15 02:05:15 PDT 2009,2009
twitter,2,Mon May 04 00:12:37 PDT 2009,2009
twitter,0,Sat Jun 06 10:48:47 PDT 2009,2009
twitter,2,Sat May 02 13:18:17 PDT 2009,2009
twitter,2,Mon Apr 06 22:23:11 PDT 2009,2009
twitter,2,Sun May 31 10:45:34 PDT 2009,2009
twitter,0,Mon Jun 01 00:59:38 PDT 2009,2009
twitter,2,Tue Jun 16 04:13:09 PDT 2009,2009
twitter,0,Mon Jun 01 13:57:39 PDT 2009,2009
twitter,2,Mon Jun 15 21:37:20 PDT 2009,2009
twitter,2,Tue Jun 16 01:16:10 PDT 2009,2009
twitter,2,Mon Jun 15 01:02:29 PDT 2009,2009
twitter,2,Sun Jun 07 06:37:24 PDT 2009,2009
twitter,2,Mon Jun 15 09:03:33 PDT 2009,2009
twitter,2,Sun Jun 07 11:33:13 PDT 2009,2009
twitter,2,Sun May 31 14:31:10 PDT 2009,2009
twitter,2,Fri May 22 08:48:50 PDT 2009,2009
twitter,2,Wed Jun 03 01:34:26 PDT 2009,2009
twitter,0,Fri May 29 19:40:20 PDT 2009,2009
twitter,0,Tue Apr 07 04:49:27 PDT 2009,2009
twitter,2,Wed Jun 03 00:21:55 PDT 2009,2009
twitter,2,Fri Jun 05 21:50:12 PDT 2009,2009
twitter,2,Mon Jun 01 20:56:54 PDT 2009,2009
twitter,2,Mon Jun 15 08:33:07 PDT 2009,2009
twitter,2,Sun May 03 03:02:32 PDT 2009,2009
twitter,2,Mon Apr 20 02:42:59 PDT 2009,2009
twitter,0,Tue Jun 02 04:28:12 PDT 2009,2009
twitter,0,Fri May 29 17:52:34 PDT 2009,2009
twitter,0,Sat May 02 04:41:08 PDT 2009,2009
twitter,2,Mon Jun 15 01:00:30 PDT 2009,2009
twitter,2,Sat Jun 06 03:36:09 PDT 2009,2009
twitter,2,Tue Jun 16 05:34:34 PDT 2009,2009
twitter,2,Sun May 17 23:18:16 PDT 2009,2009
twitter,2,Sat Jun 06 17:37:29 PDT 2009,2009
twitter,2,Mon Jun 15 10:13:03 PDT 2009,2009
twitter,2,Mon Jun 15 11:26:23 PDT 2009,2009
twitter,2,Sun May 31 08:01:03 PDT 2009,2009
twitter,0,Wed Jun 03 05:59:32 PDT 2009,2009
twitter,0,Mon Jun 22 19:16:41 PDT 2009,2009
twitter,2,Sun Jun 07 10:07:56 PDT 2009,2009
twitter,0,Wed Jun 17 22:44:48 PDT 2009,2009
twitter,0,Sat Apr 18 10:11:34 PDT 2009,2009
