Topic,Sentiment,TweetDate,Year
apple,2,Mon Oct 17 20:08:14 +0000 2011,2011
apple,2,Mon Oct 17 19:38:59 +0000 2011,2011
apple,2,Mon Oct 17 19:21:52 +0000 2011,2011
apple,2,Mon Oct 17 19:00:39 +0000 2011,2011
apple,2,Mon Oct 17 18:55:11 +0000 2011,2011
apple,2,Mon Oct 17 18:32:14 +0000 2011,2011
apple,2,Mon Oct 17 18:20:38 +0000 2011,2011
apple,2,Mon Oct 17 18:02:41 +0000 2011,2011
apple,2,Mon Oct 17 16:56:46 +0000 2011,2011
apple,2,Mon Oct 17 16:40:37 +0000 2011,2011
apple,2,Mon Oct 17 15:44:16 +0000 2011,2011
apple,2,Mon Oct 17 15:39:14 +0000 2011,2011
apple,2,Mon Oct 17 14:54:56 +0000 2011,2011
apple,2,Mon Oct 17 14:52:14 +0000 2011,2011
apple,2,Mon Oct 17 14:36:34 +0000 2011,2011
apple,2,Mon Oct 17 14:25:04 +0000 2011,2011
apple,2,Mon Oct 17 13:26:21 +0000 2011,2011
apple,2,Mon Oct 17 13:21:42 +0000 2011,2011
apple,2,Mon Oct 17 13:15:57 +0000 2011,2011
apple,2,Mon Oct 17 12:22:34 +0000 2011,2011
apple,2,Mon Oct 17 11:53:42 +0000 2011,2011
apple,2,Mon Oct 17 11:49:20 +0000 2011,2011
apple,2,Mon Oct 17 11:46:32 +0000 2011,2011
apple,2,Mon Oct 17 11:39:02 +0000 2011,2011
apple,2,Mon Oct 17 08:27:01 +0000 2011,2011
apple,2,Mon Oct 17 07:46:17 +0000 2011,2011
apple,2,Mon Oct 17 04:47:03 +0000 2011,2011
apple,2,Mon Oct 17 00:23:56 +0000 2011,2011
apple,2,Mon Oct 17 00:19:37 +0000 2011,2011
apple,2,Mon Oct 17 00:00:13 +0000 2011,2011
apple,2,Sun Oct 16 23:39:51 +0000 2011,2011
apple,2,Sun Oct 16 23:26:28 +0000 2011,2011
apple,2,Sun Oct 16 23:25:12 +0000 2011,2011
apple,2,Sun Oct 16 23:19:14 +0000 2011,2011
apple,2,Sun Oct 16 23:04:09 +0000 2011,2011
apple,2,Sun Oct 16 22:56:54 +0000 2011,2011
apple,2,Sun Oct 16 22:34:27 +0000 2011,2011
apple,2,Sun Oct 16 22:28:08 +0000 2011,2011
apple,2,Sun Oct 16 21:45:48 +0000 2011,2011
apple,2,Sun Oct 16 21:17:17 +0000 2011,2011
apple,2,Sun Oct 16 21:10:33 +0000 2011,2011
apple,2,Sun Oct 16 21:00:07 +0000 2011,2011
apple,2,Sun Oct 16 20:42:33 +0000 2011,2011
apple,2,Sun Oct 16 20:19:39 +0000 2011,2011
apple,2,Sun Oct 16 20:08:17 +0000 2011,2011
apple,2,Sun Oct 16 20:00:25 +0000 2011,2011
apple,2,Sun Oct 16 19:21:45 +0000 2011,2011
apple,2,Sun Oct 16 19:03:18 +0000 2011,2011
apple,2,Sun Oct 16 18:52:18 +0000 2011,2011
apple,2,Sun Oct 16 18:43:45 +0000 2011,2011
apple,2,Sun Oct 16 18:06:17 +0000 2011,2011
apple,2,Sun Oct 16 18:03:51 +0000 2011,2011
apple,2,Sun Oct 16 17:44:31 +0000 2011,2011
apple,2,Sun Oct 16 17:26:49 +0000 2011,2011
apple,2,Sun Oct 16 17:05:50 +0000 2011,2011
apple,2,Sun Oct 16 16:33:41 +0000 2011,2011
apple,2,Sun Oct 16 16:25:47 +0000 2011,2011
apple,2,Sun Oct 16 15:38:43 +0000 2011,2011
apple,2,Sun Oct 16 14:55:16 +0000 2011,2011
apple,2,Sun Oct 16 13:23:10 +0000 2011,2011
apple,2,Sun Oct 16 13:21:16 +0000 2011,2011
apple,2,Sun Oct 16 12:34:19 +0000 2011,2011
apple,2,Sun Oct 16 12:23:02 +0000 2011,2011
apple,2,Sun Oct 16 11:53:12 +0000 2011,2011
apple,2,Sun Oct 16 11:46:04 +0000 2011,2011
apple,2,Sun Oct 16 11:44:25 +0000 2011,2011
apple,2,Sun Oct 16 10:50:53 +0000 2011,2011
apple,2,Sun Oct 16 10:48:08 +0000 2011,2011
apple,2,Sun Oct 16 09:21:22 +0000 2011,2011
apple,2,Sun Oct 16 09:20:11 +0000 2011,2011
apple,2,Sun Oct 16 08:57:11 +0000 2011,2011
apple,2,Sun Oct 16 06:33:31 +0000 2011,2011
apple,2,Sun Oct 16 06:17:19 +0000 2011,2011
apple,2,Sun Oct 16 04:10:17 +0000 2011,2011
apple,2,Sun Oct 16 03:44:48 +0000 2011,2011
apple,2,Sun Oct 16 03:07:40 +0000 2011,2011
apple,2,Sun Oct 16 02:48:13 +0000 2011,2011
apple,2,Sun Oct 16 02:47:19 +0000 2011,2011
apple,2,Sun Oct 16 02:13:10 +0000 2011,2011
apple,2,Sat Oct 15 23:46:06 +0000 2011,2011
apple,2,Sat Oct 15 22:52:56 +0000 2011,2011
apple,2,Sat Oct 15 22:32:14 +0000 2011,2011
apple,2,Sat Oct 15 22:13:53 +0000 2011,2011
apple,2,Sat Oct 15 22:01:57 +0000 2011,2011
apple,2,Sat Oct 15 21:16:31 +0000 2011,2011
apple,2,Sat Oct 15 20:52:23 +0000 2011,2011
apple,2,Sat Oct 15 20:39:54 +0000 2011,2011
apple,2,Sat Oct 15 18:47:41 +0000 2011,2011
apple,2,Sat Oct 15 18:40:51 +0000 2011,2011
apple,2,Sat Oct 15 17:40:13 +0000 2011,2011
apple,2,Sat Oct 15 17:06:45 +0000 2011,2011
apple,2,Sat Oct 15 16:50:23 +0000 2011,2011
apple,2,Sat Oct 15 16:17:30 +0000 2011,2011
apple,2,Sat Oct 15 15:54:04 +0000 2011,2011
apple,2,Sat Oct 15 11:04:38 +0000 2011,2011
apple,0,Tue Oct 18 22:06:03 +0000 2011,2011
apple,0,Tue Oct 18 22:00:04 +0000 2011,2011
apple,0,Tue Oct 18 21:58:36 +0000 2011,2011
apple,0,Tue Oct 18 21:55:23 +0000 2011,2011
apple,0,Tue Oct 18 21:35:44 +0000 2011,2011
apple,0,Tue Oct 18 21:33:28 +0000 2011,2011
apple,0,Tue Oct 18 21:29:54 +0000 2011,2011
apple,0,Tue Oct 18 21:26:36 +0000 2011,2011
apple,0,Tue Oct 18 21:23:22 +0000 2011,2011
apple,0,Tue Oct 18 21:22:14 +0000 2011,2011
apple,0,Tue Oct 18 21:12:51 +0000 2011,2011
apple,0,Tue Oct 18 21:11:59 +0000 2011,2011
apple,0,Tue Oct 18 21:11:24 +0000 2011,2011
apple,0,Tue Oct 18 20:53:55 +0000 2011,2011
apple,0,Tue Oct 18 20:30:14 +0000 2011,2011
apple,0,Tue Oct 18 20:26:25 +0000 2011,2011
apple,0,Tue Oct 18 20:24:22 +0000 2011,2011
apple,0,Tue Oct 18 20:21:11 +0000 2011,2011
apple,0,Tue Oct 18 20:15:56 +0000 2011,2011
apple,0,Tue Oct 18 20:08:32 +0000 2011,2011
apple,0,Tue Oct 18 20:04:28 +0000 2011,2011
apple,0,Tue Oct 18 20:03:47 +0000 2011,2011
apple,0,Tue Oct 18 19:51:55 +0000 2011,2011
apple,0,Tue Oct 18 19:43:40 +0000 2011,2011
apple,0,Tue Oct 18 19:40:03 +0000 2011,2011
apple,0,Tue Oct 18 19:37:56 +0000 2011,2011
apple,0,Tue Oct 18 19:34:15 +0000 2011,2011
apple,0,Tue Oct 18 19:34:06 +0000 2011,2011
apple,0,Tue Oct 18 19:21:10 +0000 2011,2011
apple,0,Tue Oct 18 19:13:33 +0000 2011,2011
apple,0,Tue Oct 18 19:02:52 +0000 2011,2011
apple,0,Tue Oct 18 19:00:17 +0000 2011,2011
apple,0,Tue Oct 18 18:24:58 +0000 2011,2011
apple,0,Tue Oct 18 18:18:19 +0000 2011,2011
apple,0,Tue Oct 18 18:07:35 +0000 2011,2011
apple,0,Tue Oct 18 18:05:41 +0000 2011,2011
apple,0,Tue Oct 18 18:05:34 +0000 2011,2011
apple,0,Tue Oct 18 18:02:49 +0000 2011,2011
apple,0,Tue Oct 18 18:01:25 +0000 2011,2011
apple,0,Tue Oct 18 17:51:05 +0000 2011,2011
apple,0,Tue Oct 18 17:40:32 +0000 2011,2011
apple,0,Tue Oct 18 17:25:25 +0000 2011,2011
apple,0,Tue Oct 18 17:10:33 +0000 2011,2011
apple,0,Tue Oct 18 17:08:35 +0000 2011,2011
apple,0,Tue Oct 18 17:07:35 +0000 2011,2011
apple,0,Tue Oct 18 17:05:44 +0000 2011,2011
apple,0,Tue Oct 18 16:31:29 +0000 2011,2011
apple,0,Tue Oct 18 16:19:06 +0000 2011,2011
apple,0,Tue Oct 18 16:18:30 +0000 2011,2011
apple,0,Tue Oct 18 16:04:31 +0000 2011,2011
apple,0,Tue Oct 18 15:53:51 +0000 2011,2011
apple,0,Tue Oct 18 15:51:39 +0000 2011,2011
apple,0,Tue Oct 18 15:50:56 +0000 2011,2011
apple,0,Tue Oct 18 15:49:41 +0000 2011,2011
apple,0,Tue Oct 18 15:38:08 +0000 2011,2011
apple,0,Tue Oct 18 15:33:37 +0000 2011,2011
apple,0,Tue Oct 18 14:56:19 +0000 2011,2011
apple,0,Tue Oct 18 14:52:13 +0000 2011,2011
apple,0,Tue Oct 18 14:42:07 +0000 2011,2011
apple,0,Tue Oct 18 14:23:30 +0000 2011,2011
apple,0,Tue Oct 18 14:11:33 +0000 2011,2011
apple,0,Tue Oct 18 14:03:23 +0000 2011,2011
apple,0,Tue Oct 18 13:43:33 +0000 2011,2011
apple,0,Tue Oct 18 13:21:37 +0000 2011,2011
apple,0,Tue Oct 18 13:08:51 +0000 2011,2011
apple,0,Tue Oct 18 12:58:35 +0000 2011,2011
apple,0,Tue Oct 18 12:56:45 +0000 2011,2011
apple,0,Tue Oct 18 12:53:47 +0000 2011,2011
apple,0,Tue Oct 18 11:27:58 +0000 2011,2011
apple,0,Tue Oct 18 11:25:43 +0000 2011,2011
apple,0,Tue Oct 18 10:59:31 +0000 2011,2011
apple,0,Tue Oct 18 10:45:37 +0000 2011,2011
apple,0,Tue Oct 18 10:30:14 +0000 2011,2011
apple,0,Tue Oct 18 10:18:00 +0000 2011,2011
apple,0,Tue Oct 18 10:08:32 +0000 2011,2011
apple,0,Tue Oct 18 09:03:39 +0000 2011,2011
apple,0,Tue Oct 18 06:53:05 +0000 2011,2011
apple,0,Tue Oct 18 06:52:44 +0000 2011,2011
apple,0,Tue Oct 18 06:51:49 +0000 2011,2011
apple,0,Tue Oct 18 06:51:41 +0000 2011,2011
apple,0,Tue Oct 18 06:28:37 +0000 2011,2011
apple,0,Tue Oct 18 05:25:51 +0000 2011,2011
apple,0,Tue Oct 18 05:10:53 +0000 2011,2011
apple,0,Tue Oct 18 05:10:37 +0000 2011,2011
apple,0,Tue Oct 18 04:53:07 +0000 2011,2011
apple,0,Tue Oct 18 04:38:59 +0000 2011,2011
apple,0,Tue Oct 18 04:31:07 +0000 2011,2011
apple,0,Tue Oct 18 04:13:49 +0000 2011,2011
apple,0,Tue Oct 18 04:12:16 +0000 2011,2011
apple,0,Tue Oct 18 03:53:50 +0000 2011,2011
apple,0,Tue Oct 18 03:42:31 +0000 2011,2011
apple,0,Tue Oct 18 03:10:06 +0000 2011,2011
apple,0,Tue Oct 18 03:04:36 +0000 2011,2011
apple,0,Tue Oct 18 02:58:15 +0000 2011,2011
apple,0,Tue Oct 18 02:56:50 +0000 2011,2011
apple,0,Tue Oct 18 02:52:56 +0000 2011,2011
apple,0,Tue Oct 18 02:48:25 +0000 2011,2011
apple,0,Tue Oct 18 02:45:00 +0000 2011,2011
apple,0,Tue Oct 18 02:23:26 +0000 2011,2011
apple,0,Tue Oct 18 02:11:42 +0000 2011,2011
apple,0,Tue Oct 18 01:26:57 +0000 2011,2011
apple,0,Tue Oct 18 00:58:23 +0000 2011,2011
apple,0,Tue Oct 18 00:44:05 +0000 2011,2011
apple,0,Tue Oct 18 00:36:13 +0000 2011,2011
apple,0,Tue Oct 18 00:16:43 +0000 2011,2011
apple,0,Tue Oct 18 00:13:12 +0000 2011,2011
apple,0,Tue Oct 18 00:03:14 +0000 2011,2011
apple,0,Mon Oct 17 23:55:59 +0000 2011,2011
apple,0,Mon Oct 17 23:48:33 +0000 2011,2011
apple,0,Mon Oct 17 23:48:15 +0000 2011,2011
apple,0,Mon Oct 17 23:38:31 +0000 2011,2011
apple,0,Mon Oct 17 23:20:24 +0000 2011,2011
apple,0,Mon Oct 17 23:14:04 +0000 2011,2011
apple,0,Mon Oct 17 23:11:36 +0000 2011,2011
apple,0,Mon Oct 17 22:58:32 +0000 2011,2011
apple,0,Mon Oct 17 22:55:46 +0000 2011,2011
apple,0,Mon Oct 17 22:33:07 +0000 2011,2011
apple,0,Mon Oct 17 21:56:41 +0000 2011,2011
apple,0,Mon Oct 17 21:55:24 +0000 2011,2011
apple,0,Mon Oct 17 21:41:03 +0000 2011,2011
apple,0,Mon Oct 17 21:19:46 +0000 2011,2011
apple,0,Mon Oct 17 21:18:27 +0000 2011,2011
apple,0,Mon Oct 17 20:52:15 +0000 2011,2011
apple,0,Mon Oct 17 20:48:07 +0000 2011,2011
apple,0,Mon Oct 17 20:39:02 +0000 2011,2011
apple,0,Mon Oct 17 20:28:57 +0000 2011,2011
apple,0,Mon Oct 17 20:24:51 +0000 2011,2011
apple,0,Mon Oct 17 20:20:04 +0000 2011,2011
apple,0,Mon Oct 17 19:45:48 +0000 2011,2011
apple,0,Mon Oct 17 19:33:56 +0000 2011,2011
apple,0,Mon Oct 17 19:27:49 +0000 2011,2011
apple,0,Mon Oct 17 19:21:31 +0000 2011,2011
apple,0,Mon Oct 17 19:19:42 +0000 2011,2011
apple,0,Mon Oct 17 19:12:52 +0000 2011,2011
apple,0,Mon Oct 17 18:57:20 +0000 2011,2011
apple,0,Mon Oct 17 18:46:13 +0000 2011,2011
apple,0,Mon Oct 17 18:37:41 +0000 2011,2011
apple,0,Mon Oct 17 18:28:58 +0000 2011,2011
apple,0,Mon Oct 17 18:28:25 +0000 2011,2011
apple,0,Mon Oct 17 18:20:33 +0000 2011,2011
apple,0,Mon Oct 17 18:07:32 +0000 2011,2011
apple,0,Mon Oct 17 18:03:06 +0000 2011,2011
apple,0,Mon Oct 17 18:01:55 +0000 2011,2011
apple,0,Mon Oct 17 18:00:27 +0000 2011,2011
apple,0,Mon Oct 17 17:38:25 +0000 2011,2011
apple,0,Mon Oct 17 17:34:09 +0000 2011,2011
apple,0,Mon Oct 17 17:32:01 +0000 2011,2011
apple,0,Mon Oct 17 17:11:40 +0000 2011,2011
apple,0,Mon Oct 17 17:05:04 +0000 2011,2011
apple,0,Mon Oct 17 16:56:18 +0000 2011,2011
apple,0,Mon Oct 17 16:47:00 +0000 2011,2011
apple,0,Mon Oct 17 16:42:07 +0000 2011,2011
apple,0,Mon Oct 17 16:41:49 +0000 2011,2011
apple,0,Mon Oct 17 16:40:00 +0000 2011,2011
apple,0,Mon Oct 17 16:36:11 +0000 2011,2011
apple,0,Mon Oct 17 16:22:26 +0000 2011,2011
apple,0,Mon Oct 17 16:08:21 +0000 2011,2011
apple,0,Mon Oct 17 16:06:46 +0000 2011,2011
apple,0,Mon Oct 17 16:06:14 +0000 2011,2011
apple,0,Mon Oct 17 16:00:07 +0000 2011,2011
apple,0,Mon Oct 17 15:55:56 +0000 2011,2011
apple,0,Mon Oct 17 15:50:55 +0000 2011,2011
apple,0,Mon Oct 17 15:50:06 +0000 2011,2011
apple,0,Mon Oct 17 15:43:05 +0000 2011,2011
apple,0,Mon Oct 17 15:38:51 +0000 2011,2011
apple,0,Mon Oct 17 15:36:29 +0000 2011,2011
apple,0,Mon Oct 17 15:29:05 +0000 2011,2011
apple,0,Mon Oct 17 15:28:41 +0000 2011,2011
apple,0,Mon Oct 17 15:28:21 +0000 2011,2011
apple,0,Mon Oct 17 15:21:43 +0000 2011,2011
apple,0,Mon Oct 17 15:17:33 +0000 2011,2011
apple,0,Mon Oct 17 15:05:27 +0000 2011,2011
apple,0,Mon Oct 17 14:46:38 +0000 2011,2011
apple,0,Mon Oct 17 14:36:14 +0000 2011,2011
apple,0,Mon Oct 17 14:12:29 +0000 2011,2011
apple,0,Mon Oct 17 13:45:23 +0000 2011,2011
apple,0,Mon Oct 17 13:43:22 +0000 2011,2011
apple,0,Mon Oct 17 13:41:22 +0000 2011,2011
apple,0,Mon Oct 17 13:07:39 +0000 2011,2011
apple,0,Mon Oct 17 10:11:21 +0000 2011,2011
apple,0,Mon Oct 17 09:18:27 +0000 2011,2011
apple,0,Mon Oct 17 08:12:36 +0000 2011,2011
apple,0,Mon Oct 17 08:08:09 +0000 2011,2011
apple,0,Mon Oct 17 07:32:05 +0000 2011,2011
apple,0,Mon Oct 17 06:51:32 +0000 2011,2011
apple,0,Mon Oct 17 06:43:09 +0000 2011,2011
apple,0,Mon Oct 17 06:35:04 +0000 2011,2011
apple,0,Mon Oct 17 06:23:28 +0000 2011,2011
apple,0,Mon Oct 17 06:08:16 +0000 2011,2011
apple,0,Mon Oct 17 05:38:18 +0000 2011,2011
apple,0,Mon Oct 17 05:33:17 +0000 2011,2011
apple,0,Mon Oct 17 05:31:59 +0000 2011,2011
apple,0,Mon Oct 17 05:04:45 +0000 2011,2011
apple,0,Mon Oct 17 04:46:09 +0000 2011,2011
apple,0,Mon Oct 17 00:36:14 +0000 2011,2011
apple,0,Mon Oct 17 00:27:57 +0000 2011,2011
apple,0,Sun Oct 16 23:57:40 +0000 2011,2011
apple,0,Sun Oct 16 23:39:09 +0000 2011,2011
apple,0,Sun Oct 16 23:38:01 +0000 2011,2011
apple,0,Sun Oct 16 23:21:53 +0000 2011,2011
apple,0,Sun Oct 16 23:17:55 +0000 2011,2011
apple,0,Sun Oct 16 23:17:30 +0000 2011,2011
apple,0,Sun Oct 16 23:09:55 +0000 2011,2011
apple,0,Sun Oct 16 23:03:00 +0000 2011,2011
apple,0,Sun Oct 16 22:54:39 +0000 2011,2011
apple,0,Sun Oct 16 22:36:55 +0000 2011,2011
apple,0,Sun Oct 16 21:54:21 +0000 2011,2011
apple,0,Sun Oct 16 21:48:52 +0000 2011,2011
apple,0,Sun Oct 16 21:15:49 +0000 2011,2011
apple,0,Sun Oct 16 21:14:49 +0000 2011,2011
apple,0,Sun Oct 16 21:07:02 +0000 2011,2011
apple,0,Sun Oct 16 20:11:07 +0000 2011,2011
apple,0,Sun Oct 16 20:08:48 +0000 2011,2011
apple,0,Sun Oct 16 20:04:42 +0000 2011,2011
apple,0,Sun Oct 16 19:55:25 +0000 2011,2011
apple,0,Sun Oct 16 19:47:24 +0000 2011,2011
apple,0,Sun Oct 16 19:40:23 +0000 2011,2011
apple,0,Sun Oct 16 19:37:12 +0000 2011,2011
apple,0,Sun Oct 16 19:29:11 +0000 2011,2011
apple,0,Sun Oct 16 19:18:10 +0000 2011,2011
apple,0,Sun Oct 16 19:08:18 +0000 2011,2011
apple,0,Sun Oct 16 18:54:30 +0000 2011,2011
apple,0,Sun Oct 16 18:43:33 +0000 2011,2011
apple,0,Sun Oct 16 18:42:18 +0000 2011,2011
apple,0,Sun Oct 16 18:35:35 +0000 2011,2011
apple,0,Sun Oct 16 18:28:18 +0000 2011,2011
apple,0,Sun Oct 16 18:03:51 +0000 2011,2011
apple,0,Sun Oct 16 17:56:36 +0000 2011,2011
apple,0,Sun Oct 16 17:36:26 +0000 2011,2011
apple,0,Sun Oct 16 17:16:29 +0000 2011,2011
apple,0,Sun Oct 16 16:22:14 +0000 2011,2011
apple,0,Sun Oct 16 16:06:07 +0000 2011,2011
apple,0,Sun Oct 16 15:57:22 +0000 2011,2011
apple,0,Sun Oct 16 15:50:10 +0000 2011,2011
apple,0,Sun Oct 16 15:46:18 +0000 2011,2011
apple,0,Sun Oct 16 15:05:35 +0000 2011,2011
apple,0,Sun Oct 16 14:58:13 +0000 2011,2011
apple,0,Sun Oct 16 14:46:27 +0000 2011,2011
apple,0,Sun Oct 16 13:21:11 +0000 2011,2011
apple,0,Sun Oct 16 13:00:19 +0000 2011,2011
apple,0,Sun Oct 16 12:12:58 +0000 2011,2011
apple,0,Sun Oct 16 11:29:08 +0000 2011,2011
apple,0,Sun Oct 16 10:41:15 +0000 2011,2011
apple,0,Sun Oct 16 09:56:09 +0000 2011,2011
apple,0,Sun Oct 16 07:39:33 +0000 2011,2011
apple,0,Sun Oct 16 07:21:21 +0000 2011,2011
apple,0,Sun Oct 16 06:52:58 +0000 2011,2011
apple,0,Sun Oct 16 06:29:47 +0000 2011,2011
apple,0,Sun Oct 16 05:25:10 +0000 2011,2011
apple,0,Sun Oct 16 05:22:33 +0000 2011,2011
apple,0,Sun Oct 16 03:13:21 +0000 2011,2011
apple,0,Sun Oct 16 03:12:27 +0000 2011,2011
apple,0,Sun Oct 16 03:12:18 +0000 2011,2011
apple,0,Sun Oct 16 03:07:20 +0000 2011,2011
apple,0,Sun Oct 16 03:04:32 +0000 2011,2011
apple,0,Sun Oct 16 02:58:38 +0000 2011,2011
apple,0,Sun Oct 16 02:57:37 +0000 2011,2011
apple,0,Sun Oct 16 02:54:53 +0000 2011,2011
apple,0,Sun Oct 16 02:38:23 +0000 2011,2011
apple,0,Sun Oct 16 02:36:52 +0000 2011,2011
apple,0,Sun Oct 16 02:17:19 +0000 2011,2011
apple,0,Sun Oct 16 02:16:51 +0000 2011,2011
apple,0,Sun Oct 16 02:16:32 +0000 2011,2011
apple,0,Sun Oct 16 00:45:36 +0000 2011,2011
apple,0,Sun Oct 16 00:37:20 +0000 2011,2011
apple,0,Sun Oct 16 00:22:03 +0000 2011,2011
apple,0,Sun Oct 16 00:21:54 +0000 2011,2011
apple,0,Sun Oct 16 00:20:58 +0000 2011,2011
apple,0,Sat Oct 15 23:42:23 +0000 2011,2011
apple,0,Sat Oct 15 23:39:28 +0000 2011,2011
apple,0,Sat Oct 15 23:09:35 +0000 2011,2011
apple,0,Sat Oct 15 23:06:16 +0000 2011,2011
apple,0,Sat Oct 15 22:46:53 +0000 2011,2011
apple,0,Sat Oct 15 22:46:29 +0000 2011,2011
apple,0,Sat Oct 15 22:32:12 +0000 2011,2011
apple,0,Sat Oct 15 22:24:45 +0000 2011,2011
apple,0,Sat Oct 15 22:19:14 +0000 2011,2011
apple,0,Sat Oct 15 22:17:32 +0000 2011,2011
apple,0,Sat Oct 15 22:15:16 +0000 2011,2011
apple,0,Sat Oct 15 21:59:44 +0000 2011,2011
apple,0,Sat Oct 15 21:59:03 +0000 2011,2011
apple,0,Sat Oct 15 21:51:13 +0000 2011,2011
apple,0,Sat Oct 15 20:52:22 +0000 2011,2011
apple,0,Sat Oct 15 20:48:01 +0000 2011,2011
apple,0,Sat Oct 15 20:40:01 +0000 2011,2011
apple,0,Sat Oct 15 20:37:55 +0000 2011,2011
apple,0,Sat Oct 15 20:37:50 +0000 2011,2011
apple,0,Sat Oct 15 20:29:46 +0000 2011,2011
apple,0,Sat Oct 15 20:21:49 +0000 2011,2011
apple,0,Sat Oct 15 20:13:09 +0000 2011,2011
apple,0,Sat Oct 15 20:08:38 +0000 2011,2011
apple,0,Sat Oct 15 20:07:46 +0000 2011,2011
apple,0,Sat Oct 15 20:05:54 +0000 2011,2011
apple,0,Sat Oct 15 20:05:24 +0000 2011,2011
apple,0,Sat Oct 15 18:30:01 +0000 2011,2011
apple,0,Sat Oct 15 18:25:01 +0000 2011,2011
apple,0,Sat Oct 15 18:06:49 +0000 2011,2011
apple,0,Sat Oct 15 17:58:08 +0000 2011,2011
apple,0,Sat Oct 15 17:57:50 +0000 2011,2011
apple,0,Sat Oct 15 17:49:57 +0000 2011,2011
apple,0,Sat Oct 15 17:44:09 +0000 2011,2011
